EU_circo;code_région;nom_région;chef-lieu_région;numéro_département;nom_département;préfecture;numéro_circonscription;nom_commune;codes_postaux;code_insee;latitude;longitude;éloignement
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Landisacq;61100;61222;48.75;-0.65;2.02
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Larchamp;61800;61223;48.7;-0.683333;2.11
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;La Selle-la-Forge;61100;61466;48.733333;-0.55;1.75
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Le Château-d'Almenêches;61570;61101;48.683333;0.116667;1.4
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Le Châtellier;61450;61102;48.683333;-0.583333;1.84
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Le Grais;61600;61195;48.633333;-0.333333;1.18
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Le Ménil-Ciboult;61800;61262;48.766667;-0.783333;2.37
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Le Ménil-de-Briouze;61220;61260;48.666667;-0.4;1.35
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Le Pin-au-Haras;61310;61328;48.733333;0.15;1.38
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Les Rotours;61210;61354;48.783333;-0.25;1.13
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Les Tourailles;61100;61489;48.75;-0.4;1.35
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Les Yveteaux;61210;61512;48.7;-0.283333;1.17
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Lignou;61220;61227;48.666667;-0.35;1.22
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Loucé;61150;61236;48.7;-0.1;1.05
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Lougé-sur-Maire;61150;61237;48.7;-0.233333;1.68
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Louvières-en-Auge;61160;61238;48.866667;0.033333;1.77
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Marcei;61570;61249;48.666667;0.05;0.24
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Marmouillé;61240;61253;48.666667;0.2;1.87
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Médavy;61570;61256;48.683333;0.083333;0.85
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Ménil-Gondouin;61210;61265;48.75;-0.283333;1.04
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Ménil-Hermei;61210;61267;48.833333;-0.316667;1.51
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Ménil-Hubert-sur-Orne;61430;61269;48.85;-0.416667;1.64
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Ménil-Jean;61210;61270;48.733333;-0.233333;0.91
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Ménil-Vin;61210;61273;48.85;-0.316667;1.64
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Merri;61160;61276;48.85;-0.05;1.64
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Moncy;61800;61281;48.816667;-0.683333;2.11
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Montabard;61160;61283;48.816667;-0.083333;1.47
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Montgaroult;61150;61285;48.75;-0.133333;0.94
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Montilly-sur-Noireau;61100;61287;48.816667;-0.566667;1.8
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Montmerrei;61570;61288;48.633333;0.05;0.62
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Mont-Ormel;61160;61289;48.833333;0.15;1.63
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Montreuil-au-Houlme;61210;61290;48.683333;-0.266667;1.4
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Montreuil-la-Cambe;61160;61291;48.883333;0.033333;1.9
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Montsecret;61800;61292;48.8;-0.675;-1
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Mortrée;61570;61294;48.633333;0.083333;0.99
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Moulins-sur-Orne;61200;61298;48.766667;-0.066667;1
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Nécy;61160;61303;48.833333;-0.116667;1.89
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Neuvy-au-Houlme;61210;61308;48.816667;-0.2;1.39
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Notre-Dame-du-Rocher;61100;61313;48.8;-0.4;1.35
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Occagnes;61200;61314;48.783333;-0.066667;1.13
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Omméel;61160;61315;48.8;0.15;1.7
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Ommoy;61160;61316;48.85;-0.016667;1.64
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Pointel;61220;61332;48.7;-0.35;1.22
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Putanges-Pont-Ecrepin;61210;61339;48.766667;-0.25;1
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Rabodanges;61210;61340;48.8;-0.283333;1.26
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Rânes;61150;61344;48.65;-0.216667;1.77
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Ri;61210;61349;48.8;-0.133333;2.06
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Rônai;61160;61352;48.816667;-0.133333;2.13
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Ronfeugerai;61100;61353;48.783333;-0.466667;1.53
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Saint-André-de-Briouze;61220;61361;48.733333;-0.3;1.55
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Saint-André-de-Messei;61440;61362;48.7;-0.516667;1.66
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Saint-Aubert-sur-Orne;61210;61364;48.783333;-0.333333;1.18
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Saint-Brice-sous-Rânes;61150;61371;48.683333;-0.2;1.11
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Saint-Christophe-de-Chaulieu;61800;61374;48.75;-0.816667;2.46
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Saint-Cornier-des-Landes;61800;61377;48.716667;-0.716667;2.19
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Sainte-Croix-sur-Orne;61210;61378;48.783333;-0.283333;1.13
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Sainte-Honorine-la-Chardonne;61430;61407;48.816667;-0.483333;1.57
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Sainte-Honorine-la-Guillaume;61210;61408;48.783333;-0.383333;1.78
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Sainte-Opportune;61100;61436;48.733333;-0.416667;1.4
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Saint-Georges-d'Annebecq;61600;61390;48.633333;-0.266667;1.25
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Saint-Gervais-des-Sablons;61160;61399;48.9;0.083333;2.02
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Saint-Hilaire-de-Briouze;61220;61402;48.7;-0.316667;1.15
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Saint-Jean-des-Bois;61800;61410;48.716667;-0.8;2.42
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Saint-Loyer-des-Champs;61570;61417;48.7;0.016667;0.66
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Saint-Ouen-sur-Maire;61150;61441;48.7;-0.183333;0.78
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Saint-Paul;61100;61443;48.75;-0.633333;1.97
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Saint-Philbert-sur-Orne;61430;61444;48.833333;-0.4;1.51
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Saint-Pierre-d'Entremont;61800;61445;48.816667;-0.65;2.02
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Saint-Pierre-du-Regard;61790;61447;48.85;-0.55;1.75
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Saint-Pierre-la-Rivière;61310;61449;48.816667;0.2;1.39
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Saires-la-Verrerie;61220;61459;48.683333;-0.5;1.87
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Sarceaux;61200;61462;48.716667;-0.05;0.63
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Ségrie-Fontaine;61100;61465;48.816667;-0.416667;1.4
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Sentilly;61150;61468;48.766667;-0.116667;1.39
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Serans;61150;61470;48.716667;-0.15;0.69
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Sévigny;61200;61472;48.783333;-0.016667;1.13
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Sevrai;61150;61473;48.7;-0.15;0.69
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Survie;61310;61477;48.833333;0.2;1.51
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Taillebois;61100;61478;48.8;-0.433333;1.44
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Tanques;61150;61479;48.683333;-0.083333;1.46
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Tinchebray;61800;61486;48.766667;-0.733333;2.24
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Trun;61160;61494;48.85;0.033333;1.64
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Urou-et-Crennes;61200;61496;48.75;0.016667;1.05
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Villebadin;61310;61504;48.783333;0.166667;1.13
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Villedieu-lès-Bailleul;61160;61505;48.816667;0.016667;1.39
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Vrigny;61570;61511;48.666667;-0.016667;0.9
Nord-Ouest;25;Basse-Normandie;Caen;61;Orne;Alençon;3;Yvrandes;61800;61513;48.716667;-0.75;2.28
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Acon;27570;27002;48.766667;1.1;2.45
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Aigleville;27120;27004;49;1.416667;1.33
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Angerville-la-Campagne;27930;27017;48.991667;1.166667;-1
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Armentières-sur-Avre;27820;27019;48.67957;0.7847;-1
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Avrilly;27240;27032;48.933333;1.15;1.59
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Bémécourt;27160;27054;48.85;0.883333;1.89
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Bois-le-Roi;27220;27073;48.866667;1.35;1.78
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Boisset-les-Prévanches;27120;27076;48.966667;1.333333;1.1
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Boncourt;27120;27081;49.033333;1.3;1.05
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Bourth;27580;27108;48.766667;0.816667;2.45
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Breuilpont;27640;27114;48.966667;1.433333;1.38
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Breux-sur-Avre;27570;27115;48.766667;1.083333;2.45
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Bueil;27730;27119;48.933333;1.45;1.5
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Caillouet-Orgeville;27120;27123;49;1.316667;1
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Chaignes;27120;27136;49.016667;1.45;1.66
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Champigny-la-Futelaye;27220;27144;48.866667;1.3;1.78
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Chanteloup;27240;27145;48.883333;1.016667;1.66
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Chavigny-Bailleul;27220;27154;48.883333;1.2;1.66
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Chennebrun;27820;27155;48.67941;0.7835;-1
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Cierrey;27930;27158;49;1.266667;1.52
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Cintray;27160;27159;48.8;0.883333;2.22
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Corneuil;27240;27172;48.883333;1.141667;-1
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Coudres;27220;27177;48.866667;1.25;1.78
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Courdemanche;27320;27181;48.816667;1.283333;2.11
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Courteilles;27130;27182;48.733333;1.016667;2.67
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Croisy-sur-Eure;27120;27190;49.033333;1.35;1.11
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Croth;28520;27193;48.833333;1.366667;2
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Dame-Marie;27160;27195;48.8;1;2.22
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Damville;27240;27198;48.866667;1.066667;1.78
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Droisy;27320;27206;48.8;1.15;2.22
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Epieds;27730;27220;48.933333;1.4;1.33
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Evreux;27000;27229;49.016667;1.15;0.76
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Ezy-sur-Eure;27530;27230;48.866667;1.416667;1.78
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Fains;27120;27231;49;1.383333;1.22
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Fauville;27930;27234;49.033333;1.2;0.65
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Fontaine-sous-Jouy;27120;27254;49.066667;1.3;1.31
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Foucrainville;27220;27259;48.933333;1.333333;1.33
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Francheville;27160;27265;48.783333;0.85;2.34
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Fresney;27220;27271;48.95;1.316667;1.21
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Gadencourt;27120;27273;48.983333;1.4;1.27
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Garencières;27220;27277;48.95;1.266667;1.21
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Garennes-sur-Eure;27780;27278;48.916667;1.433333;1.44
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Gauciel;27930;27280;49.033333;1.25;1.11
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Gouville;27240;27293;48.85;1;1.89
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Grandvilliers;27240;27297;48.816667;1.05;2.11
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Grossoeuvre;27220;27301;48.941667;1.2;-1
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Guernanville;27160;27303;48.883333;0.85;1.66
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Guichainville;27930;27306;48.983333;1.191667;-1
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Hardencourt-Cocherel;27120;27312;49.05;1.316667;1
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Hécourt;27120;27326;48.983333;1.416667;1.33
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Huest;27930;27347;49.033333;1.216667;0.68
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Illiers-l'Evêque;27770;27350;48.816667;1.266667;2.11
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Ivry-la-Bataille;27540;27355;48.883333;1.466667;1.66
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Jouy-sur-Eure;27120;27358;49.05;1.3;1.15
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Jumelles;27220;27360;48.916667;1.216667;1.44
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;La Boissière;27220;27078;48.95;1.366667;1.44
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;La Couture-Boussey;27750;27183;48.9;1.4;1.55
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;La Forêt-du-Parc;27220;27256;48.925;1.25;1.38
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;La Guéroulde;27160;27305;48.816667;0.883333;2.11
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;La Trinité;27930;27659;48.991667;1.233333;-1
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Le Chesne;27160;27157;48.883333;0.95;1.66
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Le Cormier;27120;27171;48.975;1.308333;1.19
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Le Plessis-Grohan;27180;27464;48.933333;1.15;1.89
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Le Plessis-Hébert;27120;27465;48.983333;1.35;1.11
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Le Sacq;27240;27503;48.9;1.066667;1.55
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Les Authieux;27220;27027;48.9;1.233333;-1
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Les Barils;27130;27038;48.733333;0.816667;2.67
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Les Baux-de-Breteuil;27160;27043;48.883333;0.816667;1.66
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Les Baux-Sainte-Croix;27180;27044;48.966667;1.1;-1
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Les Ventes;27180;27678;48.95;1.083333;1.21
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Le Val-David;27120;27668;48.983333;1.25;2.03
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Le Vieil-Evreux;27930;27684;49;1.233333;1.12
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;L'Habit;27220;27309;48.866667;1.366667;1.78
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;L'Hosmes;27570;27341;48.783333;1.033333;2.34
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Lignerolles;27220;27368;48.85;1.283333;1.89
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Louye;27650;27376;48.8;1.316667;2.22
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Mandres;27130;27383;48.75;0.866667;2.56
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Manthelon;27240;27387;48.916667;1.05;1.44
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Marcilly-la-Campagne;27320;27390;48.833333;1.216667;2
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Marcilly-sur-Eure;27810;27391;48.816667;1.35;2.11
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Ménilles;27120;27397;49.033333;1.366667;1.16
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Merey;27640;27400;48.966667;1.4;1.27
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Mesnil-sur-l'Estrée;27650;27406;48.766667;1.3;2.45
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Miserey;27930;27410;49.016667;1.266667;1.41
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Moisville;27320;27411;48.85;1.166667;1.89
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Mouettes;27220;27419;48.9;1.366667;1.55
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Mousseaux-Neuville;27220;27421;48.9;1.35;1.55
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Muzy;27650;27423;48.766667;1.35;2.45
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Neuilly;27730;27429;48.933333;1.416667;1.33
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Nonancourt;27320;27438;48.766667;1.2;2.45
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Pacy-sur-Eure;27120;27448;49.016667;1.383333;1.22
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Piseux;27130;27457;48.766667;0.983333;2.45
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Prey;27220;27478;48.966667;1.216667;1.47
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Pullay;27130;27481;48.733333;0.883333;2.67
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Quessigny;27220;27484;48.933333;1.283333;1.33
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Roman;27240;27491;48.85;1.05;1.89
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Saint-André-de-l'Eure;27220;27507;48.9;1.283333;1.55
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Saint-Aquilin-de-Pacy;27120;27510;49.016667;1.366667;1.16
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Saint-Christophe-sur-Avre;27820;27521;48.7;0.816667;2.9
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Saint-Denis-du-Béhélan;27160;27532;48.866667;0.966667;1.78
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Sainte-Marguerite-de-l'Autel;27160;27565;48.9;0.866667;1.55
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Saint-Georges-Motel;27710;27543;48.8;1.366667;2.22
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Saint-Germain-de-Fresney;27220;27544;48.966667;1.283333;1.1
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Saint-Germain-sur-Avre;27320;27548;48.766667;1.266667;2.45
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Saint-Laurent-des-Bois;27220;27555;48.85;1.316667;1.89
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Saint-Luc;27930;27560;48.975;1.241667;-1
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Saint-Nicolas-d'Attez;27160;27573;48.816667;0.933333;2.11
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Saint-Ouen-d'Attez;27160;27578;48.8;0.95;2.22
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Saint-Victor-sur-Avre;27130;27610;48.7;0.85;2.9
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Saint-Vigor;27930;27611;49.083333;1.266667;1.4
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Sassey;27930;27615;49.05;1.216667;0.68
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Thomer-la-Sôgne;27240;27634;48.916667;1.166667;1.67
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Tillières-sur-Avre;27570;27643;48.766667;1.066667;2.45
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Vaux-sur-Eure;27120;27674;49.05;1.35;1.11
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Verneuil-sur-Avre;27130;27679;48.733333;0.933333;2.67
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Villalet;27240;27688;48.933333;1.066667;1.33
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Villegats;27120;27689;49;1.466667;1.99
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;1;Villiers-en-Désoeuvre;27640;27696;48.95;1.5;1.6
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;2;Aclou;27800;27001;49.166667;0.7;1
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;2;Ambenay;27250;27009;48.833333;0.733333;2
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;2;Arnières-sur-Iton;27180;27020;48.983333;1.116667;0.99
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;2;Aulnay-sur-Iton;27180;27023;49;1.05;0.88
Nord-Ouest;23;Haute-Normandie;Rouen;27;Eure;Évreux;2;Aviron;27930;27031;49.05;1.116667;0.86
